Assembly	Level	WGS	BioSample	Isolate	Taxonomy
GCA_012520595.1	Contig	JAAYNZ000000000	SAMN13894096	AS21ysBPME_3	Epulopiscium sp.	
GCA_012519955.1	Contig	JAAYPH000000000	SAMN13894130	AS22ysBPME_176	Epulopiscium sp.	
GCA_012518255.1	Contig	JAAYSX000000000	SAMN13894224	AS23ysBPME_52	Epulopiscium sp.	
GCA_012518815.1	Contig	JAAYRK000000000	SAMN13894185	AS23ysBPME_183	Epulopiscium sp.	
GCA_012519205.1	Contig	JAAYQR000000000	SAMN13894166	AS22ysBPME_78	Epulopiscium sp.	
GCA_012519385.1	Contig	JAAYQI000000000	SAMN13894157	AS22ysBPME_36	Epulopiscium sp.	
GCA_012798995.1	Contig	JAAZMD000000000	SAMN13894842	AS23ysBPME_315	Erysipelothrix sp.	
GCA_012840885.1	Contig	DUVU00000000	SAMN13894599	AS08sgBPME_463	Erysipelothrix sp.	
GCA_012841625.1	Contig	DUUI00000000	SAMN13894561	AS08sgBPME_194	Erysipelothrix sp.	
GCA_012520695.1	Contig	JAAYNU000000000	SAMN13894091	AS21ysBPME_246	Erysipelothrix sp.	
GCA_012512455.1	Contig	JAAZEF000000000	SAMN13894636	AS09scLD_28	Erysipelothrix sp.	
GCA_012512495.1	Contig	JAAZEC000000000	SAMN13894633	AS09scLD_263	Erysipelothrix sp.	
GCA_012512595.1	Contig	JAAZDW000000000	SAMN13894627	AS09scLD_238	Erysipelothrix sp.	
GCA_012511085.1	Contig	JAAZGU000000000	SAMN13894703	AS10tlH2TH_91	Erysipelothrix sp.	
GCA_012512805.1	Contig	JAAZDN000000000	SAMN13894618	AS09scLD_16	Erysipelothrix sp.	
GCA_012512895.1	Contig	JAAZDG000000000	SAMN13894611	AS09scLD_116	Erysipelothrix sp.	
GCA_012727815.1	Contig	JAAYGI000000000	SAMN13893884	AS09scLD_209	Erysipelothrix sp.	
GCA_012728555.1	Contig	JAAYEW000000000	SAMN13893746	AS07pgkLD_216	Erysipelothrix sp.	
GCA_012735275.1	Contig	JAAYHR000000000	SAMN13893919	AS09scLD_397	Erysipelothrix sp.	
GCA_012729405.1	Contig	JAAYDH000000000	SAMN13893705	AS06rmzACSIP_540	Erysipelotrichaceae bacterium	
GCA_012744375.1	Contig	JAAYCD000000000	SAMN13893675	AS06rmzACSIP_379	Erysipelotrichaceae bacterium	
GCA_012523895.1	Contig	JAAYSZ000000000	SAMN13894226	AS23ysBPME_6	Erysipelotrichaceae bacterium	
GCA_012513225.1	Contig	JAAZCQ000000000	SAMN13894533	AS07pgkLD_197	Erysipelotrichaceae bacterium	
GCA_012511715.1	Contig	JAAZFN000000000	SAMN13894670	AS10tlH2TH_220	Erysipelotrichaceae bacterium	
GCA_012518415.1	Contig	JAAYSH000000000	SAMN13894208	AS23ysBPME_309	Erysipelotrichaceae bacterium	
GCA_012518085.1	Contig	JAAYTI000000000	SAMN13894235	AS24abBPME_108	Erysipelotrichaceae bacterium	
GCA_012518455.1	Contig	JAAYSA000000000	SAMN13894201	AS23ysBPME_272	Erysipelotrichaceae bacterium	
GCA_012516665.1	Contig	JAAYWN000000000	SAMN13894336	AS4GglBPBL_16	Erysipelotrichaceae bacterium	
GCA_012837435.1	Contig	DURD00000000	SAMN13893858	AS08sgBPME_6	Erysipelotrichaceae bacterium	
GCA_012799935.1	Contig	JAAZKG000000000	SAMN13894793	AS22ysBPME_220	Erysipelotrichia bacterium	
GCA_012800355.1	Contig	JAAZJL000000000	SAMN13894772	AS21ysBPME_25	Erysipelotrichia bacterium	
GCA_012971835.1	Contig	JAAZFR000000000	SAMN13894674	AS10tlH2TH_238	Erysipelotrichia bacterium	
GCA_012520255.1	Contig	JAAYOQ000000000	SAMN13894113	AS21ysBPME_67	Erysipelotrichia bacterium	
GCA_012511695.1	Contig	JAAZFO000000000	SAMN13894671	AS10tlH2TH_221	Erysipelotrichia bacterium	
GCA_012511815.1	Contig	JAAZFI000000000	SAMN13894665	AS10tlH2TH_2	Erysipelotrichia bacterium	
GCA_012522695.1	Contig	JAAYJX000000000	SAMN13893990	AS10tlH2TH_345	Erysipelotrichia bacterium	
GCA_012838085.1	Contig	DUPX00000000	SAMN13893826	AS08sgBPME_355	Eubacteriaceae bacterium	
GCA_012797825.1	Contig	JAAZOI000000000	SAMN13894908	AS27yjCOA_44	Eubacteriaceae bacterium	
GCA_012522805.1	Contig	JAAYJS000000000	SAMN13893985	AS10tlH2TH_313	Eubacteriaceae bacterium	
GCA_012727485.1	Contig	JAAYHF000000000	SAMN13893907	AS09scLD_341	Eubacteriaceae bacterium	
GCA_012520465.1	Contig	JAAYOG000000000	SAMN13894103	AS21ysBPME_34	Eubacteriaceae bacterium	
GCA_012838075.1	Contig	DUPZ00000000	SAMN13893828	AS08sgBPME_366	Euryarchaeota archaeon	
GCA_012518185.1	Contig	JAAYTA000000000	SAMN13894227	AS23ysBPME_60	Euryarchaeota archaeon	
GCA_012519255.1	Contig	JAAYQQ000000000	SAMN13894165	AS22ysBPME_74	Euryarchaeota archaeon	
GCA_012719315.1	Contig	JAAYAP000000000	SAMN13893635	AS06rmzACSIP_150	Euryarchaeota archaeon	
GCA_012729095.1	Contig	JAAYDU000000000	SAMN13893718	AS06rmzACSIP_582	Euryarchaeota archaeon	
GCA_012517545.1	Contig	JAAYUW000000000	SAMN13894293	AS27yjCOA_19	Exilispira sp.	
GCA_012511175.1	Contig	JAAZGO000000000	SAMN13894697	AS10tlH2TH_390	Fastidiosipila sp.	
GCA_012512415.1	Contig	JAAZEE000000000	SAMN13894635	AS09scLD_276	Fastidiosipila sp.	
GCA_012838025.1	Contig	DUQA00000000	SAMN13893829	AS08sgBPME_367	Fastidiosipila sp.	
GCA_012837885.1	Contig	DUQI00000000	SAMN13893837	AS08sgBPME_393	Fastidiosipila sp.	
GCA_012838785.1	Contig	DUOP00000000	SAMN13893792	AS08sgBPME_188	Fermentimonas caenicola	
GCA_012841225.1	Contig	DUVD00000000	SAMN13894582	AS08sgBPME_335	Fibrobacter sp.	
GCA_012511955.1	Contig	JAAZFC000000000	SAMN13894659	AS10tlH2TH_155	Fibrobacter sp.	
GCA_012513935.1	Contig	JAAZBH000000000	SAMN13894498	AS06rmzACSIP_543	Fibrobacter sp.	
GCA_012513915.1	Contig	JAAZBG000000000	SAMN13894497	AS06rmzACSIP_529	Fibrobacter sp.	
GCA_012515615.1	Contig	JAAYYB000000000	SAMN13894414	AS06rmzACSIP_199	Fibrobacter sp.	
GCA_012515825.1	Contig	JAAYXQ000000000	SAMN13894403	AS06rmzACSIP_176	Fibrobacter sp.	
GCA_012519985.1	Contig	JAAYPC000000000	SAMN13894125	AS22ysBPME_152	Fibrobacter sp.	
GCA_012728995.1	Contig	JAAYEB000000000	SAMN13893725	AS06rmzACSIP_609	Fibrobacter sp.	
GCA_012523035.1	Contig	JAAYJH000000000	SAMN13893974	AS10tlH2TH_258	Fibrobacter sp.	
GCA_012523595.1	Contig	JAAYIG000000000	SAMN13893947	AS09scLD_71	Fibrobacter sp.	
GCA_012523545.1	Contig	JAAYIH000000000	SAMN13893948	AS09scLD_78	Firmicutes bacterium	
GCA_012523785.1	Contig	JAAYTH000000000	SAMN13894234	AS23ysBPME_97	Firmicutes bacterium	
GCA_012523675.1	Contig	JAAYTT000000000	SAMN13894246	AS24abBPME_73	Firmicutes bacterium	
GCA_012523335.1	Contig	JAAYIS000000000	SAMN13893959	AS10tlH2TH_131	Firmicutes bacterium	
GCA_012522585.1	Contig	JAAYKD000000000	SAMN13893996	AS10tlH2TH_376	Firmicutes bacterium	
GCA_012521155.1	Contig	JAAYMX000000000	SAMN13894068	AS20ysBPTH_57	Firmicutes bacterium	
GCA_012521805.1	Contig	JAAYLQ000000000	SAMN13894035	AS15tlH2ME_94	Firmicutes bacterium	
GCA_012521185.1	Contig	JAAYMV000000000	SAMN13894066	AS20ysBPTH_50	Firmicutes bacterium	
GCA_012521405.1	Contig	JAAYMK000000000	SAMN13894055	AS20ysBPTH_186	Firmicutes bacterium	
GCA_012521465.1	Contig	JAAYMI000000000	SAMN13894053	AS20ysBPTH_179	Firmicutes bacterium	
GCA_012521345.1	Contig	JAAYMN000000000	SAMN13894058	AS20ysBPTH_33	Firmicutes bacterium	
GCA_012521335.1	Contig	JAAYMM000000000	SAMN13894057	AS20ysBPTH_25	Firmicutes bacterium	
GCA_012521315.1	Contig	JAAYMP000000000	SAMN13894060	AS20ysBPTH_40	Firmicutes bacterium	
GCA_012521295.1	Contig	JAAYMS000000000	SAMN13894063	AS20ysBPTH_44	Firmicutes bacterium	
GCA_012521755.1	Contig	JAAYLV000000000	SAMN13894040	AS20ysBPTH_116	Firmicutes bacterium	
GCA_012521735.1	Contig	JAAYLW000000000	SAMN13894041	AS20ysBPTH_117	Firmicutes bacterium	
GCA_012522335.1	Contig	JAAYKP000000000	SAMN13894008	AS10tlH2TH_59	Firmicutes bacterium	
GCA_012522135.1	Contig	JAAYLA000000000	SAMN13894019	AS15tlH2ME_115	Firmicutes bacterium	
GCA_012522115.1	Contig	JAAYLB000000000	SAMN13894020	AS15tlH2ME_125	Firmicutes bacterium	
GCA_012522085.1	Contig	JAAYLE000000000	SAMN13894023	AS15tlH2ME_148	Firmicutes bacterium	
GCA_012522075.1	Contig	JAAYLG000000000	SAMN13894025	AS15tlH2ME_190	Firmicutes bacterium	
GCA_012523945.1	Contig	JAAYSO000000000	SAMN13894215	AS23ysBPME_351	Firmicutes bacterium	
GCA_012728785.1	Contig	JAAYEK000000000	SAMN13893734	AS06rmzACSIP_96	Firmicutes bacterium	
GCA_012728375.1	Contig	JAAYFF000000000	SAMN13893755	AS07pgkLD_49	Firmicutes bacterium	
GCA_012727685.1	Contig	JAAYGO000000000	SAMN13893890	AS09scLD_241	Firmicutes bacterium	
GCA_012727675.1	Contig	JAAYGR000000000	SAMN13893893	AS09scLD_252	Firmicutes bacterium	
GCA_012727835.1	Contig	JAAYGE000000000	SAMN13893880	AS09scLD_2	Firmicutes bacterium	
GCA_012727895.1	Contig	JAAYGG000000000	SAMN13893882	AS09scLD_203	Firmicutes bacterium	
GCA_012727955.1	Contig	JAAYGB000000000	SAMN13893877	AS09scLD_168	Firmicutes bacterium	
GCA_012728115.1	Contig	JAAYFS000000000	SAMN13893868	AS09scLD_10	Firmicutes bacterium	
GCA_012735195.1	Contig	JAAYIC000000000	SAMN13893930	AS09scLD_55	Firmicutes bacterium	
GCA_012735135.1	Contig	JAAYHY000000000	SAMN13893926	AS09scLD_416	Firmicutes bacterium	
GCA_012735315.1	Contig	JAAYHS000000000	SAMN13893920	AS09scLD_40	Firmicutes bacterium	
GCA_012735505.1	Contig	JAAYHE000000000	SAMN13893906	AS09scLD_318	Firmicutes bacterium	
GCA_012735455.1	Contig	JAAYHG000000000	SAMN13893908	AS09scLD_359	Firmicutes bacterium	
GCA_012735435.1	Contig	JAAYHH000000000	SAMN13893909	AS09scLD_362	Firmicutes bacterium	
GCA_012735535.1	Contig	JAAYHC000000000	SAMN13893904	AS09scLD_310	Firmicutes bacterium	
GCA_012719595.1	Contig	JAAYAB000000000	SAMN13893556	AS02xzSISU_7	Firmicutes bacterium	
GCA_012719635.1	Contig	JAAXZY000000000	SAMN13893553	AS02xzSISU_61	Firmicutes bacterium	
GCA_012720035.1	Contig	JAAXZF000000000	SAMN13893534	AS01afH2WH_16	Firmicutes bacterium	
GCA_012727535.1	Contig	JAAYGU000000000	SAMN13893896	AS09scLD_265	Firmicutes bacterium	
GCA_012727425.1	Contig	JAAYHQ000000000	SAMN13893918	AS09scLD_395	Firmicutes bacterium	
GCA_012727415.1	Contig	JAAYHI000000000	SAMN13893910	AS09scLD_363	Firmicutes bacterium	
GCA_012689375.1	Contig	JAAZLO000000000	SAMN13894827	AS23ysBPME_220	Firmicutes bacterium	
GCA_012520075.1	Contig	JAAYPB000000000	SAMN13894124	AS22ysBPME_147	Firmicutes bacterium	
GCA_012520035.1	Contig	JAAYOY000000000	SAMN13894121	AS22ysBPME_12	Firmicutes bacterium	
GCA_012520355.1	Contig	JAAYOK000000000	SAMN13894107	AS21ysBPME_352	Firmicutes bacterium	
GCA_012520315.1	Contig	JAAYOM000000000	SAMN13894109	AS21ysBPME_46	Firmicutes bacterium	
GCA_012520795.1	Contig	JAAYNP000000000	SAMN13894086	AS21ysBPME_219	Firmicutes bacterium	
GCA_012520495.1	Contig	JAAYOF000000000	SAMN13894102	AS21ysBPME_33	Firmicutes bacterium	
GCA_012518905.1	Contig	JAAYRF000000000	SAMN13894180	AS23ysBPME_168	Firmicutes bacterium	
GCA_012519025.1	Contig	JAAYQZ000000000	SAMN13894174	AS23ysBPME_124	Firmicutes bacterium	
GCA_012518215.1	Contig	JAAYSV000000000	SAMN13894222	AS23ysBPME_47	Firmicutes bacterium	
GCA_012518325.1	Contig	JAAYSR000000000	SAMN13894218	AS23ysBPME_360	Firmicutes bacterium	
GCA_012518315.1	Contig	JAAYSL000000000	SAMN13894212	AS23ysBPME_338	Firmicutes bacterium	
GCA_012518435.1	Contig	JAAYSG000000000	SAMN13894207	AS23ysBPME_30	Firmicutes bacterium	
GCA_012518735.1	Contig	JAAYRO000000000	SAMN13894189	AS23ysBPME_205	Firmicutes bacterium	
GCA_012518545.1	Contig	JAAYRY000000000	SAMN13894199	AS23ysBPME_268	Firmicutes bacterium	
GCA_012518595.1	Contig	JAAYRV000000000	SAMN13894196	AS23ysBPME_252	Firmicutes bacterium	
GCA_012518675.1	Contig	JAAYRR000000000	SAMN13894192	AS23ysBPME_228	Firmicutes bacterium	
GCA_012518645.1	Contig	JAAYRS000000000	SAMN13894193	AS23ysBPME_23	Firmicutes bacterium	
GCA_012516055.1	Contig	JAAYXF000000000	SAMN13894354	AS02xzSISU_83	Firmicutes bacterium	
GCA_012516165.1	Contig	JAAYWY000000000	SAMN13894347	AS01afH2WH_58	Firmicutes bacterium	
GCA_012516115.1	Contig	JAAYXC000000000	SAMN13894351	AS02xzSISU_37	Firmicutes bacterium	
GCA_012516125.1	Contig	JAAYXB000000000	SAMN13894350	AS02xzSISU_21	Firmicutes bacterium	
GCA_012516655.1	Contig	JAAYWL000000000	SAMN13894334	AS4FglBPSI_4	Firmicutes bacterium	
GCA_012516705.1	Contig	JAAYWK000000000	SAMN13894333	AS4FglBPSI_11	Firmicutes bacterium	
GCA_012517015.1	Contig	JAAYVV000000000	SAMN13894318	AS2HglBPFA_26	Firmicutes bacterium	
GCA_012513325.1	Contig	JAAZCJ000000000	SAMN13894526	AS07pgkLD_140	Firmicutes bacterium	
GCA_012512055.1	Contig	JAAZEW000000000	SAMN13894653	AS10tlH2TH_130	Firmicutes bacterium	
GCA_012512605.1	Contig	JAAZDX000000000	SAMN13894628	AS09scLD_242	Firmicutes bacterium	
GCA_012512705.1	Contig	JAAZDR000000000	SAMN13894622	AS09scLD_172	Firmicutes bacterium	
GCA_012512665.1	Contig	JAAZDU000000000	SAMN13894625	AS09scLD_187	Firmicutes bacterium	
GCA_012512655.1	Contig	JAAZDT000000000	SAMN13894624	AS09scLD_186	Firmicutes bacterium	
GCA_012512325.1	Contig	JAAZEL000000000	SAMN13894642	AS09scLD_335	Firmicutes bacterium	
GCA_012510325.1	Contig	JAAZIG000000000	SAMN13894741	AS19jrsBPTG_2	Firmicutes bacterium	
GCA_012510305.1	Contig	JAAZIE000000000	SAMN13894739	AS19jrsBPTG_13	Firmicutes bacterium	
GCA_012510715.1	Contig	JAAZHM000000000	SAMN13894721	AS15tlH2ME_28	Firmicutes bacterium	
GCA_012510425.1	Contig	JAAZIB000000000	SAMN13894736	AS18jrsBPVS_16	Firmicutes bacterium	
GCA_012510555.1	Contig	JAAZHV000000000	SAMN13894730	AS16jrsBPLL_7	Firmicutes bacterium	
GCA_012510625.1	Contig	JAAZHP000000000	SAMN13894724	AS15tlH2ME_45	Firmicutes bacterium	
GCA_012510855.1	Contig	JAAZHE000000000	SAMN13894713	AS15tlH2ME_178	Firmicutes bacterium	
GCA_012841305.1	Contig	DUVA00000000	SAMN13894579	AS08sgBPME_304	Firmicutes bacterium	
GCA_012841375.1	Contig	DUUV00000000	SAMN13894574	AS08sgBPME_276	Firmicutes bacterium	
GCA_012841735.1	Contig	DUUE00000000	SAMN13894557	AS08sgBPME_165	Firmicutes bacterium	
GCA_012842205.1	Contig	DUTG00000000	SAMN13894382	AS05jafATM_45	Firmicutes bacterium	
GCA_012842245.1	Contig	DUTD00000000	SAMN13894379	AS05jafATM_108	Firmicutes bacterium	
GCA_012842235.1	Contig	DUTE00000000	SAMN13894380	AS05jafATM_29	Firmicutes bacterium	
GCA_012842325.1	Contig	DUTA00000000	SAMN13894376	AS04akNAM_96	Firmicutes bacterium	
GCA_012842525.1	Contig	DUSR00000000	SAMN13894367	AS04akNAM_6	Firmicutes bacterium	
GCA_012842495.1	Contig	DUSS00000000	SAMN13894368	AS04akNAM_61	Firmicutes bacterium	
GCA_012842475.1	Contig	DUST00000000	SAMN13894369	AS04akNAM_71	Firmicutes bacterium	
GCA_012842465.1	Contig	DUSV00000000	SAMN13894371	AS04akNAM_79	Firmicutes bacterium	
GCA_012842565.1	Contig	DUSO00000000	SAMN13894364	AS04akNAM_35	Firmicutes bacterium	
GCA_012842425.1	Contig	DUSU00000000	SAMN13894370	AS04akNAM_77	Firmicutes bacterium	
GCA_012842395.1	Contig	DUSX00000000	SAMN13894373	AS04akNAM_86	Firmicutes bacterium	
GCA_012841825.1	Contig	DUTY00000000	SAMN13894551	AS08sgBPME_134	Firmicutes bacterium	
GCA_012841805.1	Contig	DUUC00000000	SAMN13894555	AS08sgBPME_155	Firmicutes bacterium	
GCA_012842125.1	Contig	DUTK00000000	SAMN13894386	AS05jafATM_60	Firmicutes bacterium	
GCA_012842105.1	Contig	DUTL00000000	SAMN13894387	AS05jafATM_71	Firmicutes bacterium	
GCA_012843085.1	Contig	DURO00000000	SAMN13894249	AS25fmACSIPFO_25	Firmicutes bacterium	
GCA_012842685.1	Contig	DUSI00000000	SAMN13894358	AS04akNAM_117	Firmicutes bacterium	
GCA_012842775.1	Contig	DUWH00000000	SAMN13894867	AS26fmACSIPLY_19	Firmicutes bacterium	
GCA_012842765.1	Contig	DUWJ00000000	SAMN13894869	AS26fmACSIPLY_47	Firmicutes bacterium	
GCA_012839115.1	Contig	DUNX00000000	SAMN13893774	AS08sgBPME_117	Firmicutes bacterium	
GCA_012838955.1	Contig	DUOH00000000	SAMN13893784	AS08sgBPME_163	Firmicutes bacterium	
GCA_012838305.1	Contig	DUPN00000000	SAMN13893816	AS08sgBPME_312	Firmicutes bacterium	
GCA_012838605.1	Contig	DUOY00000000	SAMN13893801	AS08sgBPME_244	Firmicutes bacterium	
GCA_012839445.1	Contig	DUNI00000000	SAMN13893617	AS05jafATM_5	Firmicutes bacterium	
GCA_012839215.1	Contig	DUNV00000000	SAMN13893772	AS08sgBPME_113	Firmicutes bacterium	
GCA_012840855.1	Contig	DUVX00000000	SAMN13894602	AS08sgBPME_77	Firmicutes bacterium	
GCA_012840935.1	Contig	DUVR00000000	SAMN13894596	AS08sgBPME_445	Firmicutes bacterium	
GCA_012840925.1	Contig	DUVS00000000	SAMN13894597	AS08sgBPME_46	Firmicutes bacterium	
GCA_012841005.1	Contig	DUVO00000000	SAMN13894593	AS08sgBPME_414	Firmicutes bacterium	
GCA_012841065.1	Contig	DUVI00000000	SAMN13894587	AS08sgBPME_372	Firmicutes bacterium	
GCA_012840595.1	Contig	DUSE00000000	SAMN13894265	AS26fmACSIPLY_58	Firmicutes bacterium	
GCA_012840505.1	Contig	DULV00000000	SAMN13893578	AS04akNAM_21	Firmicutes bacterium	
GCA_012840725.1	Contig	DURQ00000000	SAMN13894251	AS25fmACSIPFO_7	Firmicutes bacterium	
GCA_012840275.1	Contig	DULT00000000	SAMN13893576	AS04akNAM_132	Firmicutes bacterium	
GCA_012840155.1	Contig	DULY00000000	SAMN13893581	AS04akNAM_26	Firmicutes bacterium	
GCA_012840345.1	Contig	DULO00000000	SAMN13893571	AS04akNAM_124	Firmicutes bacterium	
GCA_012840225.1	Contig	DULU00000000	SAMN13893577	AS04akNAM_18	Firmicutes bacterium	
GCA_012839845.1	Contig	DUMM00000000	SAMN13893595	AS04akNAM_60	Firmicutes bacterium	
GCA_012839815.1	Contig	DUMQ00000000	SAMN13893599	AS04akNAM_80	Firmicutes bacterium	
GCA_012839805.1	Contig	DUMU00000000	SAMN13893603	AS04akNAM_94	Firmicutes bacterium	
GCA_012839755.1	Contig	DUMP00000000	SAMN13893598	AS04akNAM_72	Firmicutes bacterium	
GCA_012839765.1	Contig	DUMW00000000	SAMN13893605	AS04akNAM_99	Firmicutes bacterium	
GCA_012840015.1	Contig	DUMF00000000	SAMN13893588	AS04akNAM_41	Firmicutes bacterium	
GCA_012837925.1	Contig	DUQE00000000	SAMN13893833	AS08sgBPME_382	Firmicutes bacterium	
GCA_012837895.1	Contig	DUQH00000000	SAMN13893836	AS08sgBPME_389	Firmicutes bacterium	
GCA_012837505.1	Contig	DURB00000000	SAMN13893856	AS08sgBPME_474	Firmicutes bacterium	
GCA_012837735.1	Contig	DUQP00000000	SAMN13893844	AS08sgBPME_412	Firmicutes bacterium	
GCA_012837715.1	Contig	DUQR00000000	SAMN13893846	AS08sgBPME_427	Firmicutes bacterium	
GCA_012838035.1	Contig	DUQB00000000	SAMN13893830	AS08sgBPME_369	Firmicutes bacterium	
GCA_012837385.1	Contig	DURH00000000	SAMN13893862	AS08sgBPME_75	Firmicutes bacterium	
GCA_012837615.1	Contig	DUQX00000000	SAMN13893852	AS08sgBPME_442	Firmicutes bacterium	
GCA_012798695.1	Contig	JAAZMR000000000	SAMN13894856	AS23ysBPME_95	Firmicutes bacterium	
GCA_012800915.1	Contig	JAAZIK000000000	SAMN13894745	AS19jrsBPTG_4	Firmicutes bacterium	
GCA_012800855.1	Contig	JAAZIN000000000	SAMN13894748	AS20ysBPTH_152	Firmicutes bacterium	
GCA_012837335.1	Contig	DURM00000000	SAMN13893867	AS08sgBPME_98	Firmicutes bacterium	
GCA_012837285.1	Contig	DURJ00000000	SAMN13893864	AS08sgBPME_84	Firmicutes bacterium	
GCA_012800215.1	Contig	JAAZJT000000000	SAMN13894780	AS21ysBPME_335	Firmicutes bacterium	
GCA_012800795.1	Contig	JAAZIQ000000000	SAMN13894751	AS20ysBPTH_65	Firmicutes bacterium	
GCA_012799605.1	Contig	JAAZKX000000000	SAMN13894810	AS23ysBPME_101	Firmicutes bacterium	
GCA_012799535.1	Contig	JAAZLB000000000	SAMN13894814	AS23ysBPME_143	Firmicutes bacterium	
GCA_012798955.1	Contig	JAAZMF000000000	SAMN13894844	AS23ysBPME_326	Firmicutes bacterium	
GCA_012799185.1	Contig	JAAZLS000000000	SAMN13894831	AS23ysBPME_247	Firmicutes bacterium	
GCA_012799075.1	Contig	JAAZLZ000000000	SAMN13894838	AS23ysBPME_287	Firmicutes bacterium	
GCA_012798795.1	Contig	JAAZMN000000000	SAMN13894852	AS23ysBPME_69	Firmicutes bacterium	
GCA_012798755.1	Contig	JAAZMP000000000	SAMN13894854	AS23ysBPME_85	Firmicutes bacterium	
GCA_012798895.1	Contig	JAAZMI000000000	SAMN13894847	AS23ysBPME_345	Firmicutes bacterium	
GCA_012799445.1	Contig	JAAZLG000000000	SAMN13894819	AS23ysBPME_174	Firmicutes bacterium	
GCA_012799255.1	Contig	JAAZLQ000000000	SAMN13894829	AS23ysBPME_230	Firmicutes bacterium	
GCA_012799135.1	Contig	JAAZLW000000000	SAMN13894835	AS23ysBPME_266	Firmicutes bacterium	
GCA_012799115.1	Contig	JAAZLY000000000	SAMN13894837	AS23ysBPME_28	Firmicutes bacterium	
GCA_012797095.1	Contig	JAAZPS000000000	SAMN13894944	AS4KglBPMA_3	Firmicutes bacterium	
GCA_012797175.1	Contig	JAAZPQ000000000	SAMN13894942	AS4GglBPBL_6	Firmicutes bacterium	
GCA_012522185.1	Contig	JAAYKY000000000	SAMN13894017	AS10tlH2TH_93	Flavobacteriaceae bacterium	
GCA_012798375.1	Contig	JAAZNK000000000	SAMN13894884	AS27yjCOA_160	Flexilinea flocculi	
GCA_012520235.1	Contig	JAAYOR000000000	SAMN13894114	AS21ysBPME_7	Fretibacterium sp.	
GCA_012519615.1	Contig	JAAYPW000000000	SAMN13894145	AS22ysBPME_290	Fusobacteria bacterium	
GCA_012719395.1	Contig	JAAYAL000000000	SAMN13893631	AS06rmzACSIP_123	Gaiellales bacterium	
GCA_012841535.1	Contig	DUUN00000000	SAMN13894566	AS08sgBPME_230	Gallicola sp.	
GCA_012798975.1	Contig	JAAZME000000000	SAMN13894843	AS23ysBPME_317	Gallicola sp.	
GCA_012800415.1	Contig	JAAZJJ000000000	SAMN13894770	AS21ysBPME_226	Gammaproteobacteria bacterium	
GCA_012800475.1	Contig	JAAZJF000000000	SAMN13894766	AS21ysBPME_211	Gammaproteobacteria bacterium	
GCA_012841335.1	Contig	DUUY00000000	SAMN13894577	AS08sgBPME_292	Gammaproteobacteria bacterium	
GCA_012719655.1	Contig	JAAXZZ000000000	SAMN13893554	AS02xzSISU_62	Gammaproteobacteria bacterium	
GCA_012728315.1	Contig	JAAYFI000000000	SAMN13893758	AS07pgkLD_56	Gammaproteobacteria bacterium	
GCA_012728415.1	Contig	JAAYFD000000000	SAMN13893753	AS07pgkLD_43	Gammaproteobacteria bacterium	
GCA_012735335.1	Contig	JAAYHO000000000	SAMN13893916	AS09scLD_389	Gammaproteobacteria bacterium	
GCA_012522365.1	Contig	JAAYKQ000000000	SAMN13894009	AS10tlH2TH_60	Gammaproteobacteria bacterium	
GCA_012523245.1	Contig	JAAYIW000000000	SAMN13893963	AS10tlH2TH_158	Gammaproteobacteria bacterium	
GCA_012518175.1	Contig	JAAYTE000000000	SAMN13894231	AS23ysBPME_81	Gammaproteobacteria bacterium	
GCA_012515985.1	Contig	JAAYXJ000000000	SAMN13894396	AS06rmzACSIP_140	Gammaproteobacteria bacterium	
GCA_012512315.1	Contig	JAAZEJ000000000	SAMN13894640	AS09scLD_316	Gammaproteobacteria bacterium	
GCA_012511875.1	Contig	JAAZFG000000000	SAMN13894663	AS10tlH2TH_185	Gammaproteobacteria bacterium	
GCA_012511435.1	Contig	JAAZGB000000000	SAMN13894684	AS10tlH2TH_318	Gammaproteobacteria bacterium	
GCA_012513235.1	Contig	JAAZCO000000000	SAMN13894531	AS07pgkLD_188	Gammaproteobacteria bacterium	
GCA_012512765.1	Contig	JAAZDO000000000	SAMN13894619	AS09scLD_163	Gammaproteobacteria bacterium	
GCA_012513415.1	Contig	JAAZCG000000000	SAMN13894523	AS07pgkLD_121	Gammaproteobacteria bacterium	
GCA_012510865.1	Contig	JAAZHF000000000	SAMN13894714	AS15tlH2ME_186	Gammaproteobacteria bacterium	
GCA_012839665.1	Contig	DUMX00000000	SAMN13893606	AS05jafATM_10	Gelria sp.	
GCA_012797715.1	Contig	JAAZOO000000000	SAMN13894914	AS27yjCOA_7	Geobacteraceae bacterium	
GCA_012518335.1	Contig	JAAYSM000000000	SAMN13894213	AS23ysBPME_34	Globicatella sulfidifaciens	
GCA_012515855.1	Contig	JAAYXO000000000	SAMN13894401	AS06rmzACSIP_164	Gordonia sp.	
GCA_012519325.1	Contig	JAAYQK000000000	SAMN13894159	AS22ysBPME_45	Gracilibacteraceae bacterium	
GCA_012521855.1	Contig	JAAYLO000000000	SAMN13894033	AS15tlH2ME_49	Halanaerobiaceae bacterium	
GCA_012518635.1	Contig	JAAYRT000000000	SAMN13894194	AS23ysBPME_231	Halanaerobiaceae bacterium	
GCA_012839265.1	Contig	DUNR00000000	SAMN13893768	AS08sgBPME_102	Halanaerobiaceae bacterium	
