"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4071062","metagenome of peat: 20111000_E2M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288939","","2538.69","1","19124995","5748239249","20111000_E2M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071061","metagenome of peat: 20120800_E1X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288938","","1907.89","1","20716729","5220615708","20120800_E1X.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071060","metagenome of peat: 20110800_S2M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288937","","2430.23","1","31177816","6235563200","20110800_S2M..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071059","metagenome of peat: 20110800_S1S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288936","","1741.86","1","22643148","4528629600","20110800_S1S.20130213.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071058","metagenome of peat: 20110800_S1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288936","","1957.9","1","14973534","4506295435","20110800_S1S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071057","metagenome of peat: 20110800_S3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288935","","2531.57","1","19305761","5813139372","20110800_S3M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071056","metagenome of peat: 20110800_S3S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288934","","5387.59","1","65387369","13077473800","20110800_S3S..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071055","metagenome of peat: 20120800_E2D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288933","","2647.94","1","28458542","7171552584","20120800_E2D.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071054","metagenome of peat: 20110800_S3D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288932","","4411.63","1","53853234","10770646800","20110800_S3D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071053","metagenome of peat: 20111000_P2M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288931","","1279.6","1","10508803","3159577051","20111000_P2M.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071052","metagenome of peat: 20111000_P3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288904","","5190.82","1","64543073","12908614600","20111000_P3M.20130213.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071051","metagenome of peat: 20120800_S3X","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288930","","1126.71","1","13351370","2696976740","20120800_S3X.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071050","metagenome of peat: 20120800_S3S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288929","","1265.46","1","14921176","3014077552","20120800_S3S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071049","metagenome of peat: 20120800_S3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288928","","1341.29","1","15843899","3200467598","20120800_S3M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071048","metagenome of peat: 20120800_S3D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288927","","1078.95","1","12713882","2568204164","20120800_S3D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071047","metagenome of peat: 20120800_S2X","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288926","","1200.1","1","14159074","2860132948","20120800_S2X.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071046","metagenome of peat: 20120800_S2S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288925","","1153.68","1","13734946","2774459092","20120800_S2S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071045","metagenome of peat: 20120700_S2S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288924","","1161.31","1","13687447","2764864294","20120700_S2S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071044","metagenome of peat: 20120700_S2X","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288923","","1221.84","1","14445161","2917922522","20120700_S2X.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071043","metagenome of peat: 20111000_P2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288922","","1674.65","1","13767301","4143056537","20111000_P2D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071042","metagenome of peat: 20111000_P1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288921","","3265.32","1","25061690","7529406803","20111000_P1S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071041","metagenome of peat: 20111000_P1M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288920","","3153.6","1","24243160","7290678684","20111000_P1M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071040","metagenome of peat: 20111000_P1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288919","","1496.74","1","12279617","3689163882","20111000_P1D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071039","metagenome of peat: 20120600_S2S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288918","","1441.78","1","16808495","3395315990","20120600_S2S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071038","metagenome of peat: 20120600_S3D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288917","","1444.56","1","16928605","3419578210","20120600_S3D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071037","metagenome of peat: 20111000_E3D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288916","","2442.49","1","18185107","5466734926","20111000_E3D.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071036","metagenome of peat: 20111000_E2S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288915","","1725.93","1","12654727","3796244377","20111000_E2S.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071035","metagenome of peat: 20120600_S1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288914","","1394.18","1","15401466","3111096132","20120600_S1M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071034","metagenome of peat: 20120600_S1S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288913","","1779.87","1","19746799","3988853398","20120600_S1S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071033","metagenome of peat: 20120600_S2D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288912","","1802.43","1","20345511","4109793222","20120600_S2D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071032","metagenome of peat: 20120600_S2M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288911","","1765.66","1","18643895","4698261540","20120600_S2M.20140723.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071031","metagenome of peat: 20120600_P3D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288910","","1170.21","1","12973996","2620747192","20120600_P3D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071030","metagenome of peat: 20120600_P3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288909","","1997.28","1","22152467","4474798334","20120600_P3M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071029","metagenome of peat: 20120600_P3S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288908","","1290.57","1","14249067","2878311534","20120600_P3S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071028","metagenome of peat: 20120600_S1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288907","","1667.72","1","18508966","3738811132","20120600_S1D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071027","metagenome of peat: 20111000_P2S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288906","","1356.12","1","11160093","3351434591","20111000_P2S.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071026","metagenome of peat: 20111000_P3D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288905","","3967.16","1","30984355","9357275210","20111000_P3D..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071025","metagenome of peat: 20111000_P3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288904","","517.5","1","3897684","1177100568","20111000_P3M.20121207.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071024","metagenome of peat: 20120600_P2S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288903","","1904.03","1","21216747","4285782894","20120600_P2S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071023","metagenome of peat: 20120600_P2M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288902","","3051.59","1","34066827","6881499054","20120600_P2M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071022","metagenome of peat: 20111000_S1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288901","","1712.08","1","14060074","4233189966","20111000_S1D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071021","metagenome of peat: 20111000_S1M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288900","","1415.62","1","11566499","3482472859","20111000_S1M.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071020","metagenome of peat: 20111000_S1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288899","","1257.64","1","10224933","3078935813","20111000_S1S.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071019","metagenome of peat: 20111000_S2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288898","","1880.53","1","14217454","4278112806","20111000_S2D.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071018","metagenome of peat: 20120600_E3S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288897","","1612.63","1","18201500","3676703000","20120600_E3S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071017","metagenome of peat: 20120600_E3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288896","","1972.07","1","22271379","4498818558","20120600_E3M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071016","metagenome of peat: 20120600_E3D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288895","","5952.11","1","44030674","13251660847","20120600_E3D.20140929.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071015","metagenome of peat: 20120600_E3D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288895","","6122.6","1","46002050","13845094959","20120600_E3D.20140923.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071014","metagenome of peat: 20120600_P2D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288894","","1492.03","1","16536445","3340361890","20120600_P2D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071013","metagenome of peat: 20120600_P1S","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288893","","1550.59","1","17239439","3482366678","20120600_P1S.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071012","metagenome of peat: 20120600_P1M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288892","","1266.33","1","14766175","2982767350","20120600_P1M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071011","metagenome of peat: 20120600_P1D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288891","","1229.52","1","13709015","2769221030","20120600_P1D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071010","metagenome of peat: 20110600_S1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288890","","2187.4","1","16989089","5115064867","20110600_S1D.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071009","metagenome of peat: 20110600_S1M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288889","","2854.69","1","21790798","6550647158","20110600_S1M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071008","metagenome of peat: 20110600_E2S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288888","","1007.75","1","8492998","2554216023","20110600_E2S.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071007","metagenome of peat: 20110600_E3D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288887","","1410.15","1","11759255","3535485173","20110600_E3D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071006","metagenome of peat: 20110600_E3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288961","","1069.4","1","8831303","2651927528","20110600_E3M.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071005","metagenome of peat: 20110600_E3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288886","","1953.36","1","16103264","4837584946","20110600_E3S.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071004","metagenome of peat: 20110600_P1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288885","","2607","1","19987996","5997583508","20110600_P1D.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071003","metagenome of peat: 20110600_P1M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288884","","5781.53","1","44546411","13453016122","20110600_P1M..NA","WGS","METAGENOMIC","RANDOM"
"SRX4071002","metagenome of peat: 20110600_P2S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288882","","1628.31","1","12571940","3776751380","20110600_P2S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071001","metagenome of peat: 20110600_P3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288952","","3754.63","1","29340540","8795318178","20110600_P3S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4071000","metagenome of peat: 20100900_E3D","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288883","","8639.93","1","64370995","12874199000","20100900_E3D.20100901.raw.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070999","metagenome of peat: 20111000_P3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288881","","1339.77","1","10972208","3300666232","20111000_P3S.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070998","metagenome of peat: 20111000_E3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288880","","2168.31","1","16227678","4880534204","20111000_E3M.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070997","metagenome of peat: 20120700_E2X","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","8842.24","1","66890594","20138680956","20120700_E2X.20140929.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070996","metagenome of peat: 20120700_E3D","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288879","","1713.03","1","19023714","3842790228","20120700_E3D.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070995","metagenome of peat: 20120700_E2X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","5883.81","1","62631297","15783086844","20120700_E2X..6","WGS","METAGENOMIC","RANDOM"
"SRX4070994","metagenome of peat: 20120700_E2X","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","9097.14","1","70208155","21137661757","20120700_E2X.20140923.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070993","metagenome of peat: 20120700_E2X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","5928.77","1","62946879","15862613508","20120700_E2X..4","WGS","METAGENOMIC","RANDOM"
"SRX4070992","metagenome of peat: 20120700_E2X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","6178.64","1","64464894","16245153288","20120700_E2X..5","WGS","METAGENOMIC","RANDOM"
"SRX4070991","metagenome of peat: 20120700_E2X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","6397.32","1","67944582","17122034664","20120700_E2X..2","WGS","METAGENOMIC","RANDOM"
"SRX4070990","metagenome of peat: 20120700_E2X","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288878","","6039.39","1","64035435","16136929620","20120700_E2X..3","WGS","METAGENOMIC","RANDOM"
"SRX4070989","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","2343.4","1","25980926","5248147052","20120700_E3M.20140516.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070988","metagenome of peat: 20120700_E3M","peat metagenome","Illumina HiSeq 2000","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288877","","6890.12","1","73976112","18641980224","20120700_E3M..1","WGS","METAGENOMIC","RANDOM"
"SRX4070987","metagenome of peat: 20110600_S3M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288876","","2369.47","1","18349690","5515972423","20110600_S3M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070986","metagenome of peat: 20110600_S3D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288875","","1082.09","1","8946441","2692287609","20110600_S3D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070985","metagenome of peat: 20110700_E1D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288874","","1347.23","1","10895831","3279456302","20110700_E1D.20140910.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070984","metagenome of peat: 20110600_S3S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288872","","2146.95","1","16645479","5008805825","20110600_S3S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070983","metagenome of peat: 20110600_S2D","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288873","","2119.24","1","16480634","4960640517","20110600_S2D.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070982","metagenome of peat: 20110600_S1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288871","","2020.93","1","15640496","4704723172","20110600_S1S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070981","metagenome of peat: 20110600_S2S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288870","","1679.44","1","12943940","3896600627","20110600_S2S.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070980","metagenome of peat: 20110600_S2M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288868","","1751.45","1","13534761","4072648107","20110600_S2M.20140903.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070979","metagenome of peat: 20111000_S2S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288867","","2356.22","1","17697656","5328734472","20111000_S2S.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070978","metagenome of peat: 20110700_E1S","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288865","","1932.73","1","14486028","4350438077","20110700_E1S.20140916.NA","WGS","METAGENOMIC","RANDOM"
"SRX4070977","metagenome of peat: 20110700_E1M","peat metagenome","NextSeq 500","Australian Centre for Ecogenomics, The University ","SRP145414","peat metagenome Metagenome","SRS3288866","","2402.47","1","18214144","5466315032","20110700_E1M.20140916.NA","WGS","METAGENOMIC","RANDOM"
